"Sr No","Street Address","City","State","Postal Code","Country","GLM API ID","Network","AddressStatus","Correct GLM Stree Adress"
"","427 GATEWAY","ASTORIA","OR","97103","","PL0003541476","On-Net","Duplicate",""
"","4344 NORTH PORT CENTER WAY","PORTLAND","OR","97217","","PL0003541471","On-Net","Duplicate",""
"","4373 MITCHELL WAY","BELLINGHAM","WA","98226","","PL0001082768","On-Net","Duplicate",""
"","440 CROSSROADS DR SW","ROCHESTER","MN","55902","","PL0001200519","On-Net","Duplicate",""
"","4400 INDUSTRY DRIVE","SIERRA VISTA","AZ","85635","","PL0003724863","On-Net","Duplicate",""
"","4465 CHUDY WAY","MISSOULA","MT","59808","","PL0013591003","On-Net","Duplicate",""
"","4475 NORTH 43RD AVENUE","PHOENIX","AZ","85031","","PL0001083195","On-Net","Duplicate",""
"","4493 EAST HIGHWAY 12","WILLMAR","MN","56201","","PL0001084062","On-Net","Duplicate",""
"","45-480 KANEOHE BAY DR","KANEOHE","HI","96744","","PL0000012395","On-Net","Duplicate",""
"","4575 LAREDO AVENUE","FORT MYERS","FL","33905","","PL0001083425","On-Net","Duplicate",""
"","4621 TRAIL BOSS DR","CASTLE ROCK","CO","80104","","PL0003541741","On-Net","Duplicate",""
"","4651 W 121ST AVE","BROOMFIELD","CO","80020","","PL0001578730","On-Net","Duplicate",""
"","4655 TABLE ROCK ROAD","CENTRAL POINT","OR","97502","","PL0002466784","On-Net","Duplicate",""
"","4700 HART ROAD","SANTA FE","NM","87507","","PL0001084297","On-Net","Duplicate",""
"","4730 ELMORE AVE","DAVENPORT","IA","52807","","PL0011760936","On-Net","Duplicate",""
"","4901 SOUTH ZUNI STREET","LITTLETON","CO","80120","","PL0001090902","On-Net","Duplicate",""
"","4929 HARBOR DRIVE","SIOUX CITY","IA","51111","","PL0001083456","On-Net","Duplicate",""
"","4940 E RAY RD","PHOENIX","AZ","85044","","PL0000149507","On-Net","Duplicate",""
"","5001 CURLEW COURT","MISSOULA","MT","59808","","PL0001084137","On-Net","Duplicate",""
"","5001 N TEN MILE RD","MERIDIAN","ID","83646","","PL0010008840","On-Net","Duplicate",""
"","5051 W FOUNDATION COURT","SIOUX FALLS","SD","57107","","PL0036196310","On-Net","Duplicate",""
"","51 EASY STREET","PORT ANGELES","WA","98362","","PL0003541436","On-Net","Duplicate",""
"","5135 CAROLINA BEACH ROAD","WILMINGTON","NC","28412","","PL0001568552","On-Net","Duplicate",""
"","5159 NE CORNFOOT RD","PORTLAND","OR","97218","","PL0003538587","On-Net","Duplicate",""
"","5178 RANDOLPH ROAD NE","MOSES LAKE","WA","98837","","PL0001084514","On-Net","Duplicate",""
"","526 EAST 1750 NORTH","VINEYARD","UT","84057","","PL0001084466","On-Net","Duplicate",""
"","5265 N SLOAN LANE","LAS VEGAS","NV","89115","","PL0025154964","On-Net","Duplicate",""
"","5330 CEDAR LAKE RD S","ST LOUIS PARK","MN","55416","","PL0000995677","On-Net","Duplicate",""
"","5345 NORTH DODGE AVENUE","FLAGSTAFF","AZ","86004","","PL0003541643","On-Net","Duplicate",""
"","5411 AL HAYNES DRIVE","SIOUX CITY","IA","51111","","PL0001083995","On-Net","Duplicate",""
"","5515 N. INDUSTRIAL WAY","PASCO","WA","99301","","PL0000907426","On-Net","Duplicate",""
"","5616 S REDWOOD RD","SALT LAKE CITY","UT","84123","","PL0003541672","On-Net","Duplicate",""
"","5634 IMPERIAL WAY SW","BREMERTON","WA","98312","","PL0001090939","On-Net","Duplicate",""
"","5657 E FRANKLIN RD","NAMPA","ID","83687","","PL0003541691","On-Net","Duplicate",""
"","5700 100TH STREET SW","LAKEWOOD","WA","98499","","PL0000468529","On-Net","Duplicate",""
"","5700 S PULLIAM DR","FLAGSTAFF","AZ","86005","","PL0001090946","On-Net","Duplicate",""
"","58 SNELLING AVE S","SAINT PAUL","MN","55105","","PL0003542022","On-Net","Duplicate",""
"","5890 NORTHEAST 22ND STREET","DES MOINES","IA","50313","","PL0001083606","On-Net","Duplicate",""
"","5901 S 226TH ST","KENT","WA","98032","","PL0003541454","On-Net","Duplicate",""
"","5935 SURREY STREET","LAS VEGAS","NV","89119","","PL0003538610","On-Net","Duplicate",""
"","5961 NORWICH AVE N","OAK PARK HEIGHTS","MN","55082","","PL0003542021","On-Net","Duplicate",""
"","5963 CORSON AVE S","SEATTLE","WA","98108","","PL0000788501","On-Net","Duplicate",""
"","599 NORTHTOWN DR NE","BLAINE","MN","55434","","PL0001045473","On-Net","Duplicate",""
"","60 FRONTAGE RD","GRANGEVILLE","ID","83530","","PL0000531557","On-Net","Duplicate",""
"","600 MITCHELSON STREET","ROCK SPRINGS","WY","82901","","PL0026873858","On-Net","Duplicate",""
"","602 SKYLINE","LARAMIE","WY","82070","","PL0001082876","On-Net","Duplicate",""
"","603 WEST 1550 SOUTH","SALINA","UT","84654","","PL0024953284","On-Net","Duplicate",""
"","6090 WEST CRAIG RD","LAS VEGAS","NV","89130","","PL0003541631","On-Net","Duplicate",""
"","6250 S 228TH ST","KENT","WA","98032","","PL0002699113","On-Net","Duplicate",""
"","6280 ALTAMONT DRIVE","KLAMATH FALLS","OR","97603","","PL0003541461","On-Net","Duplicate",""
"","635 OCOEE BUSINESS PARKWAY","OCOEE","FL","34761","","PL0033051213","On-Net","Duplicate",""
"","6401 18TH AVENUE NORTH","GREAT FALLS","MT","59405","","PL0013829820","On-Net","Duplicate",""
"","6435 CECILIA CIR","EDINA","MN","55439","","PL0003542008","On-Net","Duplicate",""
"","6601 RAND WAY","KLAMATH FALLS","OR","97603","","PL0001083159","On-Net","Duplicate",""
"","6610 SOUTH ELITE DRIVE","BOISE","ID","83716","","PL0025558638","On-Net","Duplicate",""
"","6633 SOUTH 216TH STREET","KENT","WA","98032","","PL0001083306","On-Net","Duplicate",""
"","701 33RD STREET","CODY","WY","82414","","PL0008288130","On-Net","Duplicate",""
"","710 EAST MONROE AVENUE","RIVERTON","WY","82501","","PL0001083361","On-Net","Duplicate",""
"","7101 EAST 128TH AVENUE","THORNTON","CO","80602","","PL0001578734","On-Net","Duplicate",""
"","7107 COMMERCIAL AVE","BILLINGS","MT","59101","","PL0003541995","On-Net","Duplicate",""
"","711 43RD ST SE","WATERTOWN","SD","57201","","PL0003542000","On-Net","Duplicate",""
"","7121 SOUTH 5TH AVENUE","POCATELLO","ID","83204","","PL0001084434","On-Net","Duplicate",""
"","724 NORTH INDUSTRIAL DRIVE #4B","CAMP VERDE","AZ","86322","","PL0035744930","On-Net","Duplicate",""
"","725 OAKWOOD ROAD","WATERTOWN","SD","57201","","PL0001084029","On-Net","Duplicate",""
"","7272 SOUTH JOLIET STREET","ENGLEWOOD","CO","80112","","PL0001082789","On-Net","Duplicate",""
"","7301 TANQUE VERDE RD","TUCSON","AZ","85715","","PL0000541491","On-Net","Duplicate",""
"","7475 N LA CHOLLA BLVD","TUCSON","AZ","85741","","PL0000026328","On-Net","Duplicate",""
"","750 NORTH 5600 WEST","SALT LAKE CITY","UT","84116","","PL0003541676","On-Net","Duplicate",""
"","7555 MERIDIAN CIRCLE NORTH","MAPLE GROVE","MN","55369","","PL0001082752","On-Net","Duplicate",""
"","7707 S KYRENE RD","TEMPE","AZ","85284","","PL0000819377","On-Net","Duplicate",""
"","7741 GATEWAY LN NW","CONCORD","NC","28027","","PL0001317353","Off-Net","Duplicate",""
"","78 BASIN CREEK RD","BUTTE","MT","59701","","PL0003541989","On-Net","Duplicate",""
"","7820 29TH AVENUE NE","LACEY","WA","98516","","PL0001083325","On-Net","Duplicate",""
"","7821 S MINNESOTA AVE","SIOUX FALLS","SD","57108","","PL0010691668","On-Net","Duplicate",""
"","788 22 ROAD","GRAND JUNCTION","CO","81505","","PL0001083464","On-Net","Duplicate",""
"","806 EAGLE DRIVE","GRAND JUNCTION","CO","81506","","PL0012376067","On-Net","Duplicate",""
"","8094 FULLER STREET","CASPER","WY","82604","","PL0001090929","On-Net","Duplicate",""
"","8101 WORLD CENTER DR","ORLANDO","FL","32821","","PL0001057951","On-Net","Duplicate",""
"","814 MADISON STREET","GILLETTE","WY","82718","","PL0001082867","On-Net","Duplicate",""
"","8190 ELWAY DR","MISSOULA","MT","59808","","PL0001090857","On-Net","Duplicate",""
"","8300 CITY CENTRE DR","WOODBURY","MN","55125","","PL0003542018","On-Net","Duplicate",""
"","831 NE NORTHGATE WAY","SEATTLE","WA","98125","","PL0003541445","On-Net","Duplicate",""
"","8330 WILLOW ST","LONE TREE","CO","80124","","PL0003541740","On-Net","Duplicate",""
"","8345 15TH AVE NW","SEATTLE","WA","98117","","PL0003541447","On-Net","Duplicate",""
"","8377 E HARTFORD DR","SCOTTSDALE","AZ","85255","","PL0000074022","On-Net","Duplicate",""
"","8404 AVIATION AVE","SPOKANE","WA","99224","","PL0035993667","Off-Net","Duplicate",""
"","87 MT-16","GLENDIVE","MT","59330","","PL0001746398","On-Net","Duplicate",""
"","8701 WORLD CENTER DR","ORLANDO","FL","32821","","PL0000016056","On-Net","Duplicate",""
"","876 BLAINE STREET","HELENA","MT","59601","","PL0008288141","On-Net","Duplicate",""
"","890 S 143RD AVE","GOODYEAR","AZ","85338","","PL0028136502","On-Net","Duplicate",""
"","8955 KAPP DRIVE","PEOSTA","IA","52068","","PL0003542046","On-Net","Duplicate",""
"","905 WEST BRUNDAGE LANE","SHERIDAN","WY","82801","","PL0001083330","On-Net","Duplicate",""
"","9301 E SHEA","SCOTTSDALE","AZ","85260","","PL0000064343","On-Net","Duplicate",""
"","9301 PIPER RD","PUNTA GORDA","FL","33982","","PL0031223296","On-Net","Duplicate",""
"","951 N 800 W","LOGAN","UT","84321","","PL0037983289","On-Net","Duplicate",""
"","9513 192ND AVE E","BONNEY LAKE","WA","98391","","PL0003541434","On-Net","Duplicate",""
"","98 WESTGATE STREET","LAS CRUCES","NM","88005","","PL0001083190","On-Net","Duplicate",""
"","985 WEST KERSHAW STREET","OGDEN","UT","84401","","PL0025908187","On-Net","Duplicate",""
"","10 POST OFFICE SQ","BOSTON","MA","2109","","PL0000563463","On-Net","Duplicate",""
"","100 ABBOTT PARK RD","ABBOTT PARK","IL","60064","","PL0000039113","On-Net","Duplicate",""
"","100 PEACHTREE ST NW","ATLANTA","GA","30303","","PL0000069044","On-Net","Duplicate",""
"","1000 H STREET NW","WASHINGTON","DC","20001","","PL0000463127","On-Net","Duplicate",""
"","1000 KAMEHAMEHA HWY","PEARL CITY","HI","96782","","PL0000388815","On-Net","Duplicate",""
"","1000 OMEGA DRIVE","PITTSBURGH","PA","15205","","PL0000066713","On-Net","Duplicate",""
"","101 N WACKER DR","CHICAGO","IL","60606","","PL0000003482","On-Net","Duplicate",""
"","10400 LITTLE PATUXENT PKWY","COLUMBIA","MD","21044","","PL0000103072","On-Net","Duplicate",""
"","1098 FREDERICK BLVD","PORTSMOUTH","VA","23707","","PL0000314681","On-Net","Duplicate",""
"","110 WILLIAM ST","NEW YORK","NY","10038","","PL0000016057","On-Net","Duplicate",""
"","111 E WACKER DR","CHICAGO","IL","60601","","PL0000040363","On-Net","Duplicate",""
"","1111 E MAIN ST","RICHMOND","VA","23219","","PL0000069780","On-Net","Duplicate",""
"","1151 STONECREST BLVD","TEGA CAY","SC","29708","","PL0000440437","On-Net","Duplicate",""
"","11745 W INTERSTATE 10","SAN ANTONIO","TX","78230","","PL0024953193","Off-Net","Duplicate",""
"","11901 STANDIFORD PLAZA DR","LOUISVILLE","KY","40229","","PL0002084291","On-Net","Duplicate",""
"","120 MONUMENT CIR","INDIANAPOLIS","IN","46204","","PL0000009089","On-Net","Duplicate",""
"","1228 N HWY 377","ROANOKE","TX","76262","","PL0000904186","On-Net","Duplicate",""
"","12455 W CAPITOL DR","BROOKFIELD","WI","53005","","PL0000296366","On-Net","Duplicate",""
"","12520 OLIVE BLVD","CREVE COEUR","MO","63141","","PL0000658351","On-Net","Duplicate",""
"","12657 ALCOSTA BOULEVARD","SAN RAMON","CA","94583","","PL0000069320","On-Net","Duplicate",""
"","12981 SHELBYVILLE ROAD","MIDDLETOWN","KY","40243","","PL0000964386","On-Net","Duplicate",""
"","1340 AIRPORT COMMERCE DR","AUSTIN","TX","78741","","PL0000094831","On-Net","Duplicate",""
"","135 N LOS ROBLES AVE","PASADENA","CA","91101","","PL0000023565","On-Net","Duplicate",""
"","1350 BROADWAY","NEW YORK","NY","10018","","PL0000013947","On-Net","Duplicate",""
"","1375 PEACHTREE ST NE","ATLANTA","GA","30309","","PL0000081886","On-Net","Duplicate",""
"","1400 K ST NW","WASHINGTON","DC","20005","","PL0002899627","On-Net","Duplicate",""
"","1440 BROADWAY","NEW YORK","NY","10018","","PL0000080909","On-Net","Duplicate",""
"","1500 MARKET ST","PHILADELPHIA","PA","19102","","PL0000179426","On-Net","Duplicate",""
"","1501 US HIGHWAY 22","WATCHUNG","NJ","7069","","PL0001329734","On-Net","Duplicate",""
"","1544 OLD GREENSBORO ROAD","KERNERSVILLE","NC","27284","","PL0000087866","On-Net","Duplicate",""
"","1549 ROUTE 9","HALFMOON","NY","12065","","PL0000304402","On-Net","Duplicate",""
"","16241 S FARRELL RD","LOCKPORT","IL","60441","","PL0000207241","On-Net","Duplicate",""
"","1693 STRINGTOWN ROAD","GROVE CITY","OH","43123","","PL0000195558","On-Net","Duplicate",""
"","1825 K ST NW","WASHINGTON","DC","20006","","PL0000107505","On-Net","Duplicate",""
"","1850 M ST NW","WASHINGTON","DC","20036","","PL0000022420","On-Net","Duplicate",""
"","1850 NORTH ZARAGOZA ROAD","EL PASO","TX","79936","","PL0001555655","On-Net","Duplicate",""
"","1925 CENTURY PARK E","CENTURY CITY","CA","90067","","PL0000085333","On-Net","Duplicate",""
"","199 MAIN ST","BURLINGTON","VT","5401","","PL0000223343","On-Net","Duplicate",""
"","1999 BRYAN ST","DALLAS","TX","75201","","PL0000080253","On-Net","Duplicate",""
"","200 S BISCAYNE BLVD","MIAMI","FL","33131","","PL0000115733","On-Net","Duplicate",""
"","2020 K ST NW","WASHINGTON","DC","20006","","PL0000427758","On-Net","Duplicate",""
"","2050 N STEMMONS FWY","DALLAS","TX","75207","","PL0000025966","On-Net","Duplicate",""
"","21150 KUYKENDAHL RD","SPRING","TX","77379","","PL0000519795","On-Net","Duplicate",""
"","2181 PELHAM PKWY","PELHAM","AL","35124","","PL0001579687","On-Net","Duplicate",""
"","220 MONTGOMERY ST","SAN FRANCISCO","CA","94104","","PL0000018987","On-Net","Duplicate",""
"","2200 BRIARCREST DR","BRYAN","TX","77802","","PL0001556274","On-Net","Duplicate",""
"","2200 MISSION COLLEGE BLVD","SANTA CLARA","CA","95054","","PL0000466936","On-Net","Duplicate",""
"","2201 N STEMMONS FWY","DALLAS","TX","75207","","PL0000004893","On-Net","Duplicate",""
"","222 MERCHANDISE MART PLZ","CHICAGO","IL","60654","","PL0000085830","On-Net","Duplicate",""
"","2301 GLADES RD","BOCA RATON","FL","33431","","PL0000820717","On-Net","Duplicate",""
"","2350 S PLEASANT VALLEY ROAD","WINCHESTER","VA","22601","","PL0002125785","On-Net","Duplicate",""
"","2400 MARKET STREET","PHILADELPHIA","PA","19103","","PL0000407217","On-Net","Duplicate",""
"","250 E OLIVE AVE","BURBANK","CA","91502","","PL0000893401","On-Net","Duplicate",""
"","2501 NE CENTURY BLVD","HILLSBORO","OR","97124","","PL0035705955","Off-Net","Duplicate",""
"","25108 MARKET PLACE DR","KATY","TX","77494","","PL0000571640","On-Net","Duplicate",""
"","2552 W 75TH ST","NAPERVILLE","IL","60564","","PL0001498448","On-Net","Duplicate",""
"","25800 KUYKENDAHL RD","TOMBALL","TX","77375","","PL0008422999","On-Net","Duplicate",""
"","265 INDUSTRIAL PARK DR","BINGHAMTON","NY","13904","","PL0000009984","On-Net","Duplicate",""
"","279 TROY RD","RENSSELAER","NY","12144","","PL0000033460","On-Net","Duplicate",""
"","2800 OPRYLAND DR","NASHVILLE","TN","37214","","PL0000915981","On-Net","Duplicate",""
"","30 MONTGOMERY STREET","JERSEY CITY","NJ","7302","","PL0000010025","On-Net","Duplicate",""
"","303 2ND ST","SAN FRANCISCO","CA","94107","","PL0000035151","On-Net","Duplicate",""
"","3141 GARDEN ROAD","BURLINGTON","NC","27215","","PL0000338226","On-Net","Duplicate",""
"","3150 PARADISE RD","LAS VEGAS","NV","89109","","PL0000101355","On-Net","Duplicate",""
"","325 7TH ST NW","WASHINGTON","DC","20004","","PL0000812604","On-Net","Duplicate",""
"","3295 POPLAR AVE","MEMPHIS","TN","38111","","PL0000031199","On-Net","Duplicate",""
"","3300 STELZER RD","COLUMBUS","OH","43219","","PL0000003342","On-Net","Duplicate",""
"","333 E MAIN ST","LEXINGTON","KY","40507","","PL0000093663","On-Net","Duplicate",""
"","335 POWELL ST","SAN FRANCISCO","CA","94102","","PL0000744323","On-Net","Duplicate",""
"","340 N 3RD ST","PHOENIX","AZ","85004","","PL0000091297","On-Net","Duplicate",""
"","3400 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000678279","On-Net","Duplicate",""
"","3475 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0027214600","Off-Net","Duplicate",""
"","350 S GRAND AVE","LOS ANGELES","CA","90071","","PL0000034898","On-Net","Duplicate",""
"","350 SANSOME STREET","SAN FRANCISCO","CA","94104","","PL0000104414","On-Net","Duplicate",""
"","3555 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000093857","On-Net","Duplicate",""
"","3570 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000091190","On-Net","Duplicate",""
"","3637 PEACHTREE RD NE","ATLANTA","GA","30319","","PL0000855837","On-Net","Duplicate",""
"","3655 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000093850","On-Net","Duplicate",""
"","3667 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000096635","On-Net","Duplicate",""
"","369 PINE ST","SAN FRANCISCO","CA","94104","","PL0000184998","On-Net","Duplicate",""
"","3700 W FLAMINGO ROAD","LAS VEGAS","NV","89103","","PL0000036901","On-Net","Duplicate",""
"","3706 DIANN MARIE ROAD","LOUISVILLE","KY","40241","","PL0000286845","On-Net","Duplicate",""
"","3708 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000082557","On-Net","Duplicate",""
"","3799 LAS VEGAS BLVD S","LAS VEGAS","NV","89109","","PL0000629954","On-Net","Duplicate",""
"","3900 FOUNTAIN SQUARE PL","WAUKEGAN","IL","60085","","PL0000958889","On-Net","Duplicate",""
"","3911 KOVAL LN","LAS VEGAS","NV","89109","","PL0025014966","On-Net","Duplicate",""
"","3911 WARDS RD","LYNCHBURG","VA","24502","","PL0000956983","On-Net","Duplicate",""
"","3915 PELHAM RD","GREENVILLE","SC","29615","","PL0000581820","On-Net","Duplicate",""
"","4 EMBARCADERO CENTER","SAN FRANCISCO","CA","94111","","PL0000019026","On-Net","Duplicate",""
"","400 HOWARD ST","SAN FRANCISCO","CA","94105","","PL0000062642","On-Net","Duplicate",""
"","401 CONSTANT FRIENDSHIP BLVD","ABINGDON","MD","21009","","PL0000233451","On-Net","Duplicate",""
"","409 3RD ST SW","WASHINGTON","DC","20024","","PL0000111036","On-Net","Duplicate",""
"","4300 KITTREDGE STREET","DENVER","CO","80239","","PL0000539419","On-Net","Duplicate",""
"","450 LEXINGTON AVE","NEW YORK","NY","10017","","PL0000669768","On-Net","Duplicate",""
"","4516 KENNY RD","COLUMBUS","OH","43220","","PL0000003507","On-Net","Duplicate",""
"","4810 LAPALCO BLVD","MARRERO","LA","70072","","PL0000496028","On-Net","Duplicate",""
"","4895 PEACHTREE INDUSTRIAL BLVD","NORCROSS","GA","30092","","PL0000922018","On-Net","Duplicate",""
"","4900 GARTH RD","BAYTOWN","TX","77521","","PL0001058010","On-Net","Duplicate",""
"","5110 BUFFALO SPEEDWAY","HOUSTON","TX","77005","","PL0000274407","On-Net","Duplicate",""
"","55 E MONROE ST","CHICAGO","IL","60603","","PL0000097170","On-Net","Duplicate",""
"","5500 GREENVILLE AVE","DALLAS","TX","75206","","PL0000028716","Off-Net","Duplicate",""
"","5556 SUNSET BLVD","LEXINGTON","SC","29072","","PL0001018547","On-Net","Duplicate",""
"","5601 BRODIE LN","Sunset Valley","TX","78745","","PL0000072168","On-Net","Duplicate",""
"","601 LOYOLA AVE","NEW ORLEANS","LA","70113","","PL0000103857","On-Net","Duplicate",""
"","650 MASSACHUSETTS AVE NW","WASHINGTON","DC","20001","","PL0000084600","On-Net","Duplicate",""
"","6677 SEA HARBOR DR","ORLANDO","FL","32821","","PL0000016817","On-Net","Duplicate",""
"","6901 ROCKSIDE RD","INDEPENDENCE","OH","44131","","PL0000180679","On-Net","Duplicate",""
"","71 CLINTON RD","GARDEN CITY","NY","11530","","PL0000795365","On-Net","Duplicate",""
"","7153 S. JOHN YOUNG PARKWAY","ORLANDO","FL","32809","","PL0002477281","On-Net","Duplicate",""
"","7200 S ALTON WAY","CENTENNIAL","CO","80112","","PL0000024830","On-Net","Duplicate",""
"","75 BROAD STREET","NEW YORK","NY","10004","","PL0000013843","On-Net","Duplicate",""
"","7730 SAWMILL RD","DUBLIN","OH","43016","","PL0003512499","On-Net","Duplicate",""
"","7900 LEGACY DRIVE","PLANO","TX","75024","","PL0001153753","On-Net","Duplicate",""
"","7980 ARCO CORPORATE DR","RALEIGH","NC","27617","","PL0000058749","On-Net","Duplicate",""
"","80 S 8TH ST","MINNEAPOLIS","MN","55402","","PL0000012585","On-Net","Duplicate",""
"","800 WILSHIRE BLVD","LOS ANGELES","CA","90017","","PL0000093524","On-Net","Duplicate",""
"","801 LOUISIANA ST","HOUSTON","TX","77002","","PL0000010108","On-Net","Duplicate",""
"","801 VOLVO PKWY","CHESAPEAKE","VA","23320","","PL0000147408","On-Net","Duplicate",""
"","8551 N BOARDWALK AVE","KANSAS CITY","MO","64154","","PL0001569971","On-Net","Duplicate",""
"","8659 COLUMBUS PIKE","LEWIS CENTER","OH","43035","","PL0001559023","On-Net","Duplicate",""
"","899 BLANDING BLVD","ORANGE PARK","FL","32065","","PL0000271596","On-Net","Duplicate",""
"","9450 N MERIDIAN ST","INDIANAPOLIS","IN","46260","","PL0000093028","On-Net","Duplicate",""
"","9800 INTERNATIONAL DR","ORLANDO","FL","32819","","PL0000017281","On-Net","Duplicate",""
"","141 WASHINGTON AVENUE EXT","ALBANY","NY","12205","","PL0000560916","On-Net","Duplicate",""
"","2903 SPRANKLE","MEMPHIS","TN","38118","","PL0000023203","On-Net","Duplicate",""
